INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID
20136004003,2.0136E+16,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,4/28/2013 0:04,4/28/2013 0:04,4/29/2013 10:09,700 BLK N JACKSON ST,3156666,1690734,-104.9429976,39.7285495,3,311,congress-park
2013189873,2.01319E+15,2303,0,theft-shoplift,larceny,4/29/2013 11:55,,4/29/2013 13:02,2810 N QUEBEC ST,3168173,1701026,-104.9018464,39.7566019,2,232,stapleton
2013711509,2.01371E+15,5203,0,weapon-carrying-prohibited,all-other-crimes,4/29/2013 13:25,,4/29/2013 16:19,1499 N BROADWAY ST,3144131,1694648,-104.9874844,39.7394967,6,616,civic-center
20136004006,2.0136E+16,2399,0,theft-other,larceny,4/29/2013 10:30,4/29/2013 10:30,4/29/2013 10:43,2791 W IRVINGTON PL,3134303,1686689,-105.0225799,39.7177947,4,412,valverde
20136003840,2.0136E+16,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,4/24/2013 3:30,4/24/2013 9:30,4/24/2013 9:33,7415 E 41ST AVE,3167983,1708063,-104.9023575,39.7759229,2,235,stapleton
2013190326,2.01319E+15,2399,0,theft-other,larceny,4/29/2013 12:59,4/29/2013 15:00,4/29/2013 22:12,455O W 9TH AVE,3142451,1691395,-104.9935227,39.7305925,6,617,lincoln-park
20136003997,2.0136E+16,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,4/29/2013 2:00,4/29/2013 6:59,4/29/2013 8:54,900 BLK N JACKSON ST,3156602,1691777,-104.9432024,39.7314138,3,311,congress-park
20136003992,2.0136E+16,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,4/28/2013 3:30,4/29/2013 3:45,4/29/2013 6:43,1900 BLK W 32ND AVE,3137550,1702751,-105.0107302,39.7618405,1,116,highland
2013190112,2.01319E+15,2399,0,theft-other,larceny,4/29/2013 14:00,4/29/2013 14:19,4/29/2013 14:19,,3136033,1702899,-105.0161233,39.762269,1,116,highland
2013189013,2.01319E+15,2399,1,theft-bicycle,larceny,4/25/2013 17:00,4/25/2013 21:59,4/28/2013 21:45,1051 14TH ST,3141332,1696905,-104.9973928,39.7457355,6,624,cbd
2013189719,2.01319E+15,2999,0,criminal-mischief-other,public-disorder,4/27/2013 9:59,4/29/2013 8:00,4/29/2013 10:05,4833 W GILL PL,3126709,1682097,-105.0496555,39.7052951,4,414,westwood
2013189867,2.01319E+15,2399,0,theft-other,larceny,4/26/2013 0:00,4/29/2013 11:45,4/29/2013 12:00,1801 CALIFORNIA ST,3143524,1697563,-104.9895846,39.7475083,6,624,cbd
2013189984,2.01319E+15,2399,0,theft-other,larceny,3/29/2013 0:00,,4/29/2013 13:37,19787 E 47TH PL,3208077,1710868,-104.7596372,39.7828124,5,534,gateway-green-valley-ranch
2013186906,2.01319E+15,1313,0,assault-simple,other-crimes-against-persons,4/27/2013 15:00,,4/27/2013 16:18,4567 E 9TH AVE,3159039,1691869,-104.9345359,39.7316251,3,312,hale
20136003998,2.0136E+16,2999,1,criminal-mischief-mtr-veh,public-disorder,4/29/2013 8:29,4/29/2013 8:35,4/29/2013 9:14,3825 N LAFAYETTE ST,3148910,1705982,-104.9702561,39.7705352,2,211,cole
2013190255,2.01319E+15,5212,1,weapon-by-prev-offender-powpo,all-other-crimes,4/29/2013 15:59,,4/29/2013 17:28,1500 BLOCK BOULDER ST,3137467,1701614,-105.0110472,39.7587204,1,116,highland
20136004019,2.0136E+16,2604,0,fraud-identity-theft,white-collar-crime,4/29/2013 15:14,4/29/2013 15:14,4/29/2013 15:27,3135 W ALABAMA PL,3133097,1678085,-105.0270261,39.6941922,4,431,mar-lee
2013189994,2.01319E+15,2202,0,burglary-residence-by-force,burglary,4/29/2013 12:49,4/29/2013 12:55,4/29/2013 12:55,751 N IVY ST,3162888,1690543,-104.9208811,39.7279184,3,313,montclair
2013188549,2.01319E+15,1313,0,assault-simple,other-crimes-against-persons,4/28/2013 13:15,,4/28/2013 16:45,777 N BANNOCK ST,3143312,1690483,-104.9904797,39.7280757,6,617,lincoln-park
2013189654,2.01319E+15,2999,0,criminal-mischief-other,public-disorder,4/29/2013 6:30,4/29/2013 6:49,4/29/2013 8:45,,3211361,1709603,-104.7479902,39.7792658,5,534,gateway-green-valley-ranch
2013189583,2.01319E+15,5006,0,intimidation-of-a-witness,all-other-crimes,4/29/2013 3:00,4/29/2013 3:04,4/29/2013 8:26,3600 BLK N HUDSON ST,3162157,1705483,-104.9231427,39.7689438,2,224,northeast-park-hill
20136004035,2.0136E+16,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,4/27/2013 21:00,4/29/2013 10:25,4/29/2013 20:35,5100 LEETSDALE DR,3161017,1683059,-104.9277006,39.7074059,3,317,washington-virginia-vale
20136004004,2.0136E+16,2399,0,theft-other,larceny,4/26/2013 9:59,4/27/2013 9:59,4/29/2013 10:18,3131 S FEDERAL BLVD,3133144,1665082,-105.0270996,39.658495,4,434,harvey-park-south
2013189712,2.01319E+15,2203,0,burglary-business-by-force,burglary,4/27/2013 15:30,4/29/2013 6:59,4/29/2013 10:08,2180 STOUT ST,3144510,1698904,-104.9860511,39.7511743,6,623,five-points
2013189887,2.01319E+15,1313,2,assault-dv,other-crimes-against-persons,4/29/2013 11:55,,4/29/2013 13:14,3060 N LAFAYETTE ST,3148851,1702214,-104.9705441,39.7601924,2,212,whittier
20136004012,2.0136E+16,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,4/25/2013 23:00,4/26/2013 8:29,4/29/2013 12:04,100 BLK W CEDAR AVE,3143018,1685083,-104.9916324,39.7132561,4,421,baker
2013189860,2.01319E+15,2307,0,burglary-vending-machine,larceny,3/29/2013 11:58,4/29/2013 11:58,4/29/2013 11:58,2846 N FEDERAL BLVD,3133605,1701435,-105.0247869,39.7582853,1,124,jefferson-park
2013189163,2.01319E+15,1313,0,assault-simple,other-crimes-against-persons,4/28/2013 21:59,4/28/2013 22:15,4/28/2013 22:45,1200 BLK N WILLOW ST,3171970,1693848,-104.8885136,39.7368278,3,313,east-colfax
2013190580,2.01319E+15,2999,1,criminal-mischief-mtr-veh,public-disorder,4/27/2013 23:15,4/28/2013 9:59,4/29/2013 19:15,4699 N KITTREDGE ST,3195540,1709010,-104.8042942,39.777984,5,531,gateway-green-valley-ranch
20136004015,2.0136E+16,2399,1,theft-bicycle,larceny,4/28/2013 20:00,4/28/2013 22:30,4/29/2013 13:43,1510 N CLARKSON ST,3147026,1695073,-104.9771816,39.7406181,6,611,north-capitol-hill
2013189704,2.01319E+15,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,4/28/2013 15:59,4/29/2013 6:30,4/29/2013 11:07,700 S BROADWAY ST,3144310,1681568,-104.9871105,39.7035868,4,423,washington-park-west
20136004007,2.0136E+16,2999,2,criminal-mischief-graffiti,public-disorder,4/29/2013 1:30,4/29/2013 10:30,4/29/2013 10:44,2711 N HAZEL CT,3132722,1700722,-105.0279407,39.7563406,1,121,sloan-lake
2013190108,2.01319E+15,2203,0,burglary-business-by-force,burglary,4/28/2013 10:30,4/28/2013 18:00,4/29/2013 15:45,222 N DETROIT ST,3153501,1687555,-104.9543179,39.7198753,3,314,cherry-creek
20136003996,2.0136E+16,2399,1,theft-bicycle,larceny,4/28/2013 4:25,4/28/2013 5:25,4/29/2013 8:35,3101 BLAKE ST,3145901,1703899,-104.9810027,39.7648647,6,621,five-points
20136003995,2.0136E+16,2999,1,criminal-mischief-mtr-veh,public-disorder,4/28/2013 6:59,4/29/2013 7:54,4/29/2013 8:03,2500 BLK 17TH ST,3138246,1701829,-105.0082723,39.7592991,1,116,highland
2013190064,2.01319E+15,3562,0,drug-marijuana-possess,drug-alcohol,4/29/2013 13:44,,4/29/2013 13:44,1499 N BROADWAY ST,3144131,1694648,-104.9874844,39.7394967,6,616,civic-center
2013189847,2.01319E+15,2404,0,theft-of-motor-vehicle,auto-theft,4/28/2013 18:00,4/29/2013 11:00,4/29/2013 12:11,675 S QUIVAS ST,3138504,1681730,-105.007742,39.7041197,4,413,athmar-park
20136004005,2.0136E+16,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,4/29/2013 10:05,4/29/2013 10:05,4/29/2013 10:25,1600 W 12TH AVE,3137875,1691922,-105.009782,39.7321081,6,618,lincoln-park
2013189356,2.01319E+15,5499,0,traf-other,all-other-crimes,4/29/2013 0:40,,4/29/2013 1:12,8200 BLOCK E COLFAX AVE,3170785,1694997,-104.8926997,39.7400038,3,313,east-colfax
20136004016,2.0136E+16,2308,0,theft-from-bldg,larceny,4/28/2013 1:30,4/28/2013 10:30,4/29/2013 13:44,734 N SANTA FE DR,3141051,1690412,-104.9985195,39.7279153,6,617,lincoln-park
2013189577,2.01319E+15,2204,0,burglary-residence-no-force,burglary,4/28/2013 17:00,4/29/2013 6:59,4/29/2013 8:09,821 S VINE ST,3151044,1680880,-104.9631923,39.7015912,3,321,washington-park
2013190013,2.01319E+15,2202,0,burglary-residence-by-force,burglary,4/26/2013 6:00,4/29/2013 13:11,4/29/2013 13:11,4300 N CLAYTON ST,3153523,1708202,-104.9537984,39.7765544,2,222,elyria-swansea
2013189710,2.01319E+15,2404,0,theft-of-motor-vehicle,auto-theft,4/29/2013 6:30,,4/29/2013 10:18,4733 W 7TH AVE,3127146,1690753,-105.0479493,39.7290517,1,123,villa-park
2013189670,2.01319E+15,2399,0,theft-other,larceny,4/28/2013 1:30,,4/29/2013 9:43,1920 MARKET ST,3142234,1699538,-104.994133,39.7529498,6,625,union-station
20136004029,2.0136E+16,2999,1,criminal-mischief-mtr-veh,public-disorder,4/27/2013 3:00,4/28/2013 11:29,4/29/2013 19:15,4700 BLK N ARGONNE ST,3206176,1710871,-104.7664008,39.782863,5,534,gateway-green-valley-ranch
20136004024,2.0136E+16,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,4/29/2013 3:59,4/29/2013 5:00,4/29/2013 17:32,2100 BLK CURTIS ST,3143828,1699162,-104.9884715,39.7518931,6,623,five-points
20136004030,2.0136E+16,2399,1,theft-bicycle,larceny,4/26/2013 19:05,4/29/2013 19:05,4/29/2013 19:19,300 E 17TH AVE,3145415,1695828,-104.9828949,39.7427161,6,611,north-capitol-hill
20136004037,2.0136E+16,2399,1,theft-bicycle,larceny,4/26/2013 23:19,4/26/2013 23:29,4/29/2013 21:26,,3160639,1687281,-104.9289497,39.7190027,3,315,hilltop
2013155835,2.01316E+15,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,4/7/2013 10:27,,4/7/2013 10:27,3005 S WEBSTER ST,3118470,1666856,-105.0791887,39.6635633,4,433,bear-valley
2013189647,2.01319E+15,2204,0,burglary-residence-no-force,burglary,4/28/2013 19:30,4/29/2013 8:04,4/29/2013 8:35,767 N JACKSON ST,3156608,1690824,-104.9432018,39.7287976,3,311,congress-park
2013189526,2.01319E+15,2404,0,theft-of-motor-vehicle,auto-theft,4/28/2013 20:00,4/29/2013 6:00,4/29/2013 7:53,610 S CANOSA CT,3135363,1682172,-105.0188969,39.7053792,4,413,athmar-park
2013189583,2.01319E+15,2999,1,criminal-mischief-mtr-veh,public-disorder,4/29/2013 3:00,4/29/2013 3:04,4/29/2013 8:26,3600 BLK N HUDSON ST,3162157,1705483,-104.9231427,39.7689438,2,224,northeast-park-hill
2013189625,2.01319E+15,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,4/26/2013 17:00,4/29/2013 6:59,4/29/2013 9:26,5009 NATION WESTERN DR,3148421,1711348,-104.9718847,39.7852734,2,221,elyria-swansea
2013189688,2.01319E+15,2404,0,theft-of-motor-vehicle,auto-theft,4/28/2013 23:00,4/29/2013 9:00,4/29/2013 9:45,9184 E FLOYD AVE,3174160,1664396,-104.8814397,39.6559354,3,325,hampden
2013189703,2.01319E+15,2202,0,burglary-residence-by-force,burglary,3/29/2013 8:00,4/1/2013 8:00,4/29/2013 11:00,1155 S CORONA ST,3147758,1678652,-104.9749162,39.6955276,4,423,washington-park-west
2013189840,2.01319E+15,2399,0,theft-other,larceny,4/28/2013 16:21,4/28/2013 16:22,4/29/2013 11:13,2640 E 12TH AVE,3153146,1693025,-104.9554633,39.7348973,3,311,congress-park
2013189888,2.01319E+15,1315,1,aggravated-assault-dv,aggravated-assault,4/29/2013 2:00,4/29/2013 3:00,4/29/2013 11:48,W MISSISSIPPI AVE / S SANTA FE DR,3142983,1679038,-104.991877,39.6966618,4,423,overland
2013189900,2.01319E+15,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,4/27/2013 12:00,4/29/2013 12:24,4/29/2013 12:24,W ELLSWORTH AVE / N CHEROKEE ST,3142860,1686301,-104.9921698,39.7166022,4,421,baker
2013189986,2.01319E+15,2303,0,theft-shoplift,larceny,4/26/2013 11:25,,4/29/2013 12:50,105 N FILLMORE ST,3153708,1687187,-104.9535899,39.7188617,3,314,cherry-creek
2013189991,2.01319E+15,2999,1,criminal-mischief-mtr-veh,public-disorder,4/28/2013 22:30,4/29/2013 8:29,4/29/2013 13:34,100 BLK W CEDAR AVE,3143421,1685070,-104.9902002,39.7132142,4,421,baker
2013189999,2.01319E+15,2999,1,criminal-mischief-mtr-veh,public-disorder,4/28/2013 18:00,4/29/2013 12:59,4/29/2013 13:57,2880 S LOCUST ST,3164755,1667809,-104.9147642,39.6654759,3,325,hampden
2013190009,2.01319E+15,3562,0,drug-marijuana-possess,drug-alcohol,4/29/2013 12:59,,4/29/2013 15:33,990 N FEDERAL BLVD,3133677,1692133,-105.0247039,39.7327486,1,125,sun-valley
2013190014,2.01319E+15,7399,2,public-order-crimes-other,all-other-crimes,4/29/2013 13:09,,4/29/2013 13:09,1499 N BROADWAY ST,3144131,1694648,-104.9874844,39.7394967,6,616,civic-center
2013182107,2.01318E+15,2399,1,theft-bicycle,larceny,4/24/2013 9:30,4/24/2013 15:59,4/24/2013 16:43,999 18TH ST,3143027,1698178,-104.9913398,39.7492042,6,624,cbd
2013188278,2.01319E+15,2999,1,criminal-mischief-mtr-veh,public-disorder,4/28/2013 1:40,4/28/2013 10:34,4/28/2013 11:00,1080 N SHERMAN ST,3145058,1692457,-104.9842324,39.7334676,6,615,capitol-hill
2013188889,2.01319E+15,2303,0,theft-shoplift,larceny,4/28/2013 18:30,,4/28/2013 19:25,1726 CHAMPA ST,3142838,1697655,-104.9920223,39.7477714,6,624,cbd
2013188961,2.01319E+15,1316,0,threats-to-injure,public-disorder,4/28/2013 19:40,,4/28/2013 19:40,1625 S UNIVERSITY BLVD,3151847,1675539,-104.9604513,39.686916,3,321,washington-park
2013189097,2.01319E+15,1316,0,threats-to-injure,public-disorder,4/28/2013 20:00,4/28/2013 21:23,4/28/2013 23:04,9923 E EXPOSITION AVE,3176323,1681795,-104.8733314,39.7036587,3,318,windsor
2013187862,2.01319E+15,2404,0,theft-of-motor-vehicle,auto-theft,4/28/2013 0:59,4/28/2013 2:00,4/28/2013 2:09,800 BLOCK N BROADWAY ST,3144243,1690927,-104.9871609,39.7292802,6,615,capitol-hill
2013187970,2.01319E+15,2999,1,criminal-mischief-mtr-veh,public-disorder,4/28/2013 3:24,,4/28/2013 3:45,4000 BLK N ADAMS ST,3155072,1706961,-104.9483143,39.773122,2,222,elyria-swansea
20135001437,2.0135E+16,3612,0,sex-off-fail-to-register,all-other-crimes,4/10/2013 8:00,,4/29/2013 10:53,1331 N CHEROKEE ST,3142846,1693966,-104.9920672,39.7376443,6,616,civic-center
2013187278,2.01319E+15,1313,0,assault-simple,other-crimes-against-persons,4/27/2013 20:29,4/27/2013 20:32,4/27/2013 21:24,16TH ST / MARKET ST,3141063,1698412,-104.9983198,39.7498766,6,625,union-station
2013184476,2.01318E+15,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,4/25/2013 17:29,4/26/2013 6:00,4/26/2013 7:38,2800 BLK N CHERRY ST,3159068,1701189,-104.9342264,39.7572095,2,231,north-park-hill
2013190034,2.01319E+15,2404,0,theft-of-motor-vehicle,auto-theft,4/29/2013 0:30,4/29/2013 6:00,4/29/2013 13:57,3100 BLK W 22ND AVE,3132917,1698438,-105.0272894,39.7500679,1,121,sloan-lake
2013190046,2.01319E+15,2305,0,theft-items-from-vehicle,theft-from-motor-vehicle,4/26/2013 21:00,,4/29/2013 15:02,4500 BLK N GRANT ST,3145235,1708933,-104.9832699,39.7786942,2,221,globeville
2013190057,2.01319E+15,2204,0,burglary-residence-no-force,burglary,4/29/2013 10:15,4/29/2013 13:44,4/29/2013 14:26,2726 W ARCHER PL,3134708,1685840,-105.0211561,39.7154582,4,412,valverde
2013190100,2.01319E+15,2404,0,theft-of-motor-vehicle,auto-theft,4/29/2013 8:00,4/29/2013 9:00,4/29/2013 17:42,2800 N OSCEOLA ST,3130073,1701204,-105.0373536,39.7577012,1,121,sloan-lake
2013190110,2.01319E+15,2204,0,burglary-residence-no-force,burglary,4/29/2013 10:30,4/29/2013 14:00,4/29/2013 16:50,4127 N ORLEANS ST,3214035,1707547,-104.738538,39.7735608,5,534,gateway-green-valley-ranch
2013190220,2.01319E+15,1313,0,assault-simple,other-crimes-against-persons,4/29/2013 13:30,4/29/2013 13:40,4/29/2013 16:57,607 E ALAMEDA AVE,3146241,1684374,-104.9801907,39.7112597,4,422,speer
2013190290,2.01319E+15,2399,1,theft-bicycle,larceny,4/29/2013 14:45,4/29/2013 16:30,4/29/2013 17:42,10 W 14TH AVE,3143927,1693926,-104.9882243,39.7375179,6,616,civic-center
2013141518,2.01314E+15,3530,0,drug-cocaine-sell,drug-alcohol,3/29/2013 13:50,3/29/2013 14:10,3/29/2013 14:29,2300 LAWRENCE ST,3144043,1700323,-104.9876835,39.7550769,6,623,five-points
2013190314,2.01319E+15,2404,0,theft-of-motor-vehicle,auto-theft,4/29/2013 6:00,4/29/2013 16:41,4/29/2013 18:50,4298 E COLORADO CENTER DR,3158206,1672988,-104.9379129,39.679807,3,324,university-hills
2013190333,2.01319E+15,2404,0,theft-of-motor-vehicle,auto-theft,4/29/2013 8:29,4/29/2013 16:50,4/29/2013 17:16,2100 BLOCK WELTON ST,3144913,1698339,-104.9846293,39.749617,6,622,five-points
2013190387,2.01319E+15,2202,0,burglary-residence-by-force,burglary,4/29/2013 7:30,4/29/2013 17:00,4/29/2013 19:16,2336 S DOWNING ST,3148305,1670878,-104.9731326,39.6741775,3,323,university
2013190452,2.01319E+15,5016,1,violation-of-court-order,all-other-crimes,4/29/2013 18:04,,4/29/2013 18:04,1900 BLOCK S ACOMA ST,3143975,1673656,-104.9884594,39.6818717,4,424,overland
2013190521,2.01319E+15,2204,0,burglary-residence-no-force,burglary,4/29/2013 8:00,4/29/2013 18:30,4/29/2013 20:23,4102 N NETHERLAND ST,3213697,1707336,-104.7397467,39.7729893,5,534,gateway-green-valley-ranch
2013190606,2.01319E+15,2999,0,criminal-mischief-other,public-disorder,4/29/2013 14:00,4/29/2013 20:00,4/29/2013 20:36,4720 N GAYLORD ST,3151479,1710296,-104.9610261,39.7823362,2,222,elyria-swansea
2013190675,2.01319E+15,2303,0,theft-shoplift,larceny,4/29/2013 20:45,4/29/2013 21:01,4/29/2013 21:20,4100 E MEXICO AVE,3157840,1675061,-104.9391677,39.6855041,3,322,virginia-village
2013190827,2.01319E+15,2404,0,theft-of-motor-vehicle,auto-theft,4/29/2013 13:09,4/29/2013 22:50,4/29/2013 23:55,8395 E 36TH AVE,3171227,1704976,-104.8908901,39.7673895,2,235,stapleton
20136003994,2.0136E+16,2999,2,criminal-mischief-graffiti,public-disorder,4/28/2013 23:10,4/29/2013 5:45,4/29/2013 7:30,2094 S MEADE ST,3130831,1672477,-105.0351804,39.678829,4,431,harvey-park
20136004036,2.0136E+16,2304,0,theft-parts-from-vehicle,theft-from-motor-vehicle,4/29/2013 8:00,4/29/2013 19:50,4/29/2013 19:53,1867 S JULIAN ST,3131867,1674066,-105.0314706,39.6831766,4,431,mar-lee
20136003890,2.0136E+16,2501,0,forgery-checks,white-collar-crime,4/19/2013 14:55,4/19/2013 14:58,4/25/2013 15:20,13850 E ALBROOK DR,3186521,1708960,-104.8363828,39.778032,5,523,montbello
2013190164,2.01319E+15,2404,0,theft-of-motor-vehicle,auto-theft,4/27/2013 18:30,4/29/2013 14:57,4/29/2013 14:57,7800 BLK E COLFAX AVE,3169614,1695111,-104.8968609,39.7403382,2,233,east-colfax
2013189953,2.01319E+15,2699,3,theft-of-services,larceny,4/29/2013 12:24,4/29/2013 12:24,4/29/2013 12:24,2100 S COLORADO BLVD,3157526,1672395,-104.9403417,39.6781906,3,324,university-hills
2013144034,2.01314E+15,2501,0,forgery-checks,white-collar-crime,3/30/2013 23:42,,3/30/2013 23:42,3000 W ALAMEDA AVE,3133438,1684155,-105.0257017,39.7108508,4,414,westwood
2013144975,2.01314E+15,2999,1,criminal-mischief-mtr-veh,public-disorder,3/31/2013 9:00,3/31/2013 17:29,3/31/2013 18:47,1600 BLK N RACE ST,3150970,1695777,-104.9631424,39.7424876,6,612,city-park-west
2013145717,2.01315E+15,2604,0,fraud-identity-theft,white-collar-crime,3/11/2013 8:29,4/1/2013 8:29,4/1/2013 8:35,3642 N CLAYTON ST,3153337,1705004,-104.9545284,39.7677785,2,213,clayton
2013145158,2.01315E+15,2202,0,burglary-residence-by-force,burglary,3/31/2013 18:30,3/31/2013 19:15,3/31/2013 22:41,600 N RALEIGH ST,3129020,1689617,-105.041307,39.7259074,1,123,villa-park
2013145664,2.01315E+15,2404,0,theft-of-motor-vehicle,auto-theft,3/31/2013 23:00,4/1/2013 7:56,4/1/2013 7:56,4500 BLK N BRYANT ST,3135004,1708939,-105.0196698,39.7788648,1,115,sunnyside
2013189961,2.01319E+15,2999,2,criminal-mischief-graffiti,public-disorder,4/29/2013 0:59,4/29/2013 6:59,4/29/2013 14:01,2974 W MEXICO AVE,3133760,1675009,-105.0247273,39.6857383,4,432,ruby-hill
